France;1;nombre1;apellido1;5;0;1;0;0;1290;11
France;2;nombre2;apellido2;2;0;0;0;0;1020;8
France;3;nombre3;apellido3;3;0;1;0;3;1530;11
France;4;nombre4;apellido4;2;0;1;0;2;1920;14
France;5;nombre5;apellido5;3;0;0;0;0;720;7
France;6;nombre6;apellido6;4;0;0;0;1;1530;14
France;7;nombre7;apellido7;4;0;0;0;2;1320;8
France;8;nombre8;apellido8;7;0;0;0;0;1140;9
France;9;nombre9;apellido9;5;0;1;0;1;1200;8
France;10;nombre10;apellido10;5;0;0;0;5;1560;12
France;11;nombre11;apellido11;4;0;1;0;3;1560;11
France;12;nombre12;apellido12;4;0;1;0;0;1200;10
France;13;nombre13;apellido13;1;0;0;0;1;1020;7
France;14;nombre14;apellido14;2;0;0;0;1;1110;9
France;15;nombre15;apellido15;5;0;1;0;0;1170;11
France;16;nombre16;apellido16;4;0;3;0;4;2010;16
France;17;nombre17;apellido17;1;0;0;0;2;1350;10
France;18;nombre18;apellido18;2;0;0;0;2;1380;12
France;19;nombre19;apellido19;4;0;0;0;1;1200;11
France;20;nombre20;apellido20;2;0;1;0;4;1200;11
France;21;nombre21;apellido21;2;0;0;0;2;990;9
France;22;nombre22;apellido22;0;0;0;0;3;1260;11
France;23;nombre23;apellido23;6;0;1;0;1;1410;10
France;24;nombre24;apellido24;0;0;0;0;1;1410;12
France;25;nombre25;apellido25;6;0;4;0;1;1290;10
France;26;nombre26;apellido26;1;0;1;0;2;1530;13
Spain;1;nombre1;apellido1;5;0;3;0;3;1800;15
Spain;2;nombre2;apellido2;5;0;2;0;1;1350;11
Spain;3;nombre3;apellido3;5;0;0;0;3;1680;14
Spain;4;nombre4;apellido4;1;0;3;0;3;1320;11
Spain;5;nombre5;apellido5;1;0;1;0;1;1470;11
Spain;6;nombre6;apellido6;2;0;0;0;0;1170;8
Spain;7;nombre7;apellido7;3;0;0;0;3;1800;14
Spain;8;nombre8;apellido8;1;0;1;0;2;1020;7
Spain;9;nombre9;apellido9;5;0;2;0;1;1740;10
Spain;10;nombre10;apellido10;4;0;2;0;1;1080;9
Spain;11;nombre11;apellido11;6;0;2;0;4;1620;12
Spain;12;nombre12;apellido12;6;0;4;0;2;1320;8
Spain;13;nombre13;apellido13;1;0;3;0;1;1170;9
Spain;14;nombre14;apellido14;3;0;1;0;3;1500;13
Spain;15;nombre15;apellido15;3;0;1;0;1;1800;13
Spain;16;nombre16;apellido16;2;0;0;0;2;1110;8
Spain;17;nombre17;apellido17;5;0;2;0;0;1440;13
Spain;18;nombre18;apellido18;4;0;1;0;3;1110;7
Spain;19;nombre19;apellido19;3;0;0;0;3;1590;12
Spain;20;nombre20;apellido20;5;0;1;0;2;1650;12
Spain;21;nombre21;apellido21;0;0;0;0;1;1050;6
Spain;22;nombre22;apellido22;5;0;0;0;2;1590;13
Spain;23;nombre23;apellido23;4;0;1;0;2;1350;10
Spain;24;nombre24;apellido24;5;0;0;0;2;2310;17
Spain;25;nombre25;apellido25;3;0;1;0;2;1620;13
Spain;26;nombre26;apellido26;4;0;0;0;1;1290;10
Argentina;1;nombre1;apellido1;2;0;1;0;3;1410;13
Argentina;2;nombre2;apellido2;1;0;0;0;2;960;9
Argentina;3;nombre3;apellido3;2;0;0;0;1;810;5
Argentina;4;nombre4;apellido4;10;0;1;0;2;1440;11
Argentina;5;nombre5;apellido5;4;0;1;0;1;1260;10
Argentina;6;nombre6;apellido6;3;0;0;0;2;1380;11
Argentina;7;nombre7;apellido7;1;0;0;0;2;1170;11
Argentina;8;nombre8;apellido8;3;0;0;0;3;1710;13
Argentina;9;nombre9;apellido9;1;0;1;0;2;1230;11
Argentina;10;nombre10;apellido10;3;0;1;0;1;1200;9
Argentina;11;nombre11;apellido11;2;0;1;0;3;1050;9
Argentina;12;nombre12;apellido12;3;0;2;0;1;1440;11
Argentina;13;nombre13;apellido13;5;0;0;0;1;990;7
Argentina;14;nombre14;apellido14;1;0;1;0;1;1050;7
Argentina;15;nombre15;apellido15;3;0;1;0;1;1140;11
Argentina;16;nombre16;apellido16;5;0;0;0;2;1380;11
Argentina;17;nombre17;apellido17;8;0;0;0;1;1260;10
Argentina;18;nombre18;apellido18;3;0;1;0;0;1440;14
Argentina;19;nombre19;apellido19;5;0;0;0;2;1350;10
Argentina;20;nombre20;apellido20;3;0;0;0;2;1080;7
Argentina;21;nombre21;apellido21;1;0;1;0;3;1530;13
Argentina;22;nombre22;apellido22;4;0;1;0;2;1860;15
Argentina;23;nombre23;apellido23;1;0;0;0;1;990;9
Argentina;24;nombre24;apellido24;3;0;0;0;1;1200;10
Argentina;25;nombre25;apellido25;8;0;1;0;0;1800;16
Argentina;26;nombre26;apellido26;6;0;0;0;4;1530;12
England;1;nombre1;apellido1;2;0;0;0;2;1410;13
England;2;nombre2;apellido2;1;0;1;0;1;1470;12
England;3;nombre3;apellido3;2;0;2;0;2;1260;11
England;4;nombre4;apellido4;1;0;0;0;2;840;9
England;5;nombre5;apellido5;2;0;1;0;1;1170;11
England;6;nombre6;apellido6;3;0;1;0;3;1320;11
England;7;nombre7;apellido7;5;0;0;0;0;1410;13
England;8;nombre8;apellido8;6;0;2;0;1;1290;10
England;9;nombre9;apellido9;4;0;1;0;3;1470;12
England;10;nombre10;apellido10;2;0;0;0;0;1170;11
England;11;nombre11;apellido11;2;0;0;0;2;1260;11
England;12;nombre12;apellido12;2;0;0;0;2;1830;15
England;13;nombre13;apellido13;1;0;1;0;2;960;9
England;14;nombre14;apellido14;4;0;1;0;2;1230;11
England;15;nombre15;apellido15;5;0;2;0;0;1380;12
England;16;nombre16;apellido16;5;0;1;0;4;1590;13
England;17;nombre17;apellido17;1;0;1;0;1;600;6
England;18;nombre18;apellido18;3;0;0;0;1;1260;10
England;19;nombre19;apellido19;5;0;1;0;3;1290;12
England;20;nombre20;apellido20;1;0;0;0;1;1260;11
England;21;nombre21;apellido21;4;0;0;0;1;1110;9
England;22;nombre22;apellido22;4;0;2;0;1;1200;11
England;23;nombre23;apellido23;5;0;0;0;2;1890;15
England;24;nombre24;apellido24;1;0;2;0;3;1470;14
England;25;nombre25;apellido25;5;0;1;0;0;1500;12
England;26;nombre26;apellido26;7;0;1;0;0;1350;13
Portugal;1;nombre1;apellido1;1;0;3;0;2;1380;13
Portugal;2;nombre2;apellido2;2;0;1;0;2;1320;13
Portugal;3;nombre3;apellido3;2;0;0;0;1;1230;10
Portugal;4;nombre4;apellido4;6;0;0;0;2;1050;10
Portugal;5;nombre5;apellido5;6;0;2;0;1;1290;9
Portugal;6;nombre6;apellido6;5;0;1;0;3;960;8
Portugal;7;nombre7;apellido7;1;0;0;0;0;870;7
Portugal;8;nombre8;apellido8;1;0;0;0;4;930;7
Portugal;9;nombre9;apellido9;1;0;0;0;2;1020;9
Portugal;10;nombre10;apellido10;4;0;0;0;2;780;8
Portugal;11;nombre11;apellido11;1;0;0;0;0;1440;12
Portugal;12;nombre12;apellido12;1;0;0;0;1;1260;12
Portugal;13;nombre13;apellido13;4;0;0;0;4;1110;9
Portugal;14;nombre14;apellido14;4;0;2;0;3;1770;14
Portugal;15;nombre15;apellido15;3;0;0;0;2;1260;11
Portugal;16;nombre16;apellido16;3;0;1;0;1;1230;10
Portugal;17;nombre17;apellido17;6;0;0;0;0;1050;10
Portugal;18;nombre18;apellido18;2;0;1;0;2;690;4
Portugal;19;nombre19;apellido19;5;0;0;0;0;1290;12
Portugal;20;nombre20;apellido20;4;0;0;0;2;1230;11
Portugal;21;nombre21;apellido21;2;0;2;1;2;1170;10
Portugal;22;nombre22;apellido22;2;0;3;0;0;960;7
Portugal;23;nombre23;apellido23;1;0;0;0;0;960;9
Portugal;24;nombre24;apellido24;4;0;2;0;2;1200;11
Portugal;25;nombre25;apellido25;0;0;0;0;0;900;8
Portugal;26;nombre26;apellido26;2;0;0;0;4;1020;9
Brazil;1;nombre1;apellido1;2;0;0;0;2;480;3
Brazil;2;nombre2;apellido2;1;0;1;0;2;750;5
Brazil;3;nombre3;apellido3;2;0;1;0;1;930;6
Brazil;4;nombre4;apellido4;3;0;0;0;3;1050;10
Brazil;5;nombre5;apellido5;2;0;2;0;1;780;5
Brazil;6;nombre6;apellido6;1;0;0;0;0;780;6
Brazil;7;nombre7;apellido7;2;0;2;0;1;1050;8
Brazil;8;nombre8;apellido8;4;0;0;0;1;750;6
Brazil;9;nombre9;apellido9;4;0;1;0;0;960;8
Brazil;10;nombre10;apellido10;5;0;2;0;0;1140;8
Brazil;11;nombre11;apellido11;1;0;3;0;1;840;7
Brazil;12;nombre12;apellido12;1;0;2;0;2;870;6
Brazil;13;nombre13;apellido13;5;0;2;0;1;1050;7
Brazil;14;nombre14;apellido14;3;0;0;0;1;1320;12
Brazil;15;nombre15;apellido15;1;0;0;0;0;690;5
Brazil;16;nombre16;apellido16;1;0;1;0;0;1050;8
Brazil;17;nombre17;apellido17;1;0;1;0;0;1020;7
Brazil;18;nombre18;apellido18;3;0;0;0;1;840;9
Brazil;19;nombre19;apellido19;3;0;0;0;2;1020;9
Brazil;20;nombre20;apellido20;1;0;1;0;2;1230;13
Brazil;21;nombre21;apellido21;3;0;1;0;2;1170;8
Brazil;22;nombre22;apellido22;2;0;3;0;1;1470;9
Brazil;23;nombre23;apellido23;0;0;1;0;0;600;5
Brazil;24;nombre24;apellido24;1;0;1;0;0;570;4
Brazil;25;nombre25;apellido25;1;0;0;0;1;840;6
Brazil;26;nombre26;apellido26;4;0;0;0;2;840;7
Netherlands;1;nombre1;apellido1;8;0;1;0;2;1380;12
Netherlands;2;nombre2;apellido2;5;0;0;0;1;1200;9
Netherlands;3;nombre3;apellido3;1;0;0;0;1;810;7
Netherlands;4;nombre4;apellido4;1;0;1;0;2;870;8
Netherlands;5;nombre5;apellido5;4;0;0;0;2;990;9
Netherlands;6;nombre6;apellido6;5;0;0;0;3;1470;10
Netherlands;7;nombre7;apellido7;9;0;0;0;4;1410;11
Netherlands;8;nombre8;apellido8;1;0;0;0;1;1200;10
Netherlands;9;nombre9;apellido9;2;0;0;0;1;1230;10
Netherlands;10;nombre10;apellido10;1;0;0;0;0;720;5
Netherlands;11;nombre11;apellido11;3;0;1;0;0;1200;11
Netherlands;12;nombre12;apellido12;2;0;0;0;0;1020;8
Netherlands;13;nombre13;apellido13;1;0;0;0;2;1500;13
Netherlands;14;nombre14;apellido14;4;0;0;0;2;1350;10
Netherlands;15;nombre15;apellido15;2;0;0;0;1;1170;8
Netherlands;16;nombre16;apellido16;1;0;1;0;1;1380;10
Netherlands;17;nombre17;apellido17;4;0;0;0;0;1080;10
Netherlands;18;nombre18;apellido18;1;0;0;0;4;1140;8
Netherlands;19;nombre19;apellido19;1;0;0;0;4;930;9
Netherlands;20;nombre20;apellido20;3;0;1;0;3;1290;12
Netherlands;21;nombre21;apellido21;1;0;1;0;2;1050;9
Netherlands;22;nombre22;apellido22;3;0;1;0;4;1050;9
